target,hops,direct_origin,direct_related,direct_other_foreign,direct_related_weight,direct_other_foreign_weight,real_fraction,null_median,null_q05,null_q95,delta,effect_ratio,p_right,p_left,p_two_sided,q_bh_right,p_holm_right,pass_node_q95,top_foreign_source,status,preview
chunk:24e65a5f2a8e061ad4c91961,3,5,0,3,0.0,1.8953755815617206,0.04428305102696047,0.06161703528233378,0.01651499874557296,0.1668328023928974,-0.01733398425537331,0.7186819493026934,0.639872025594881,0.3603279344131174,0.7206558688262348,0.6931946943944545,1.0,False,04_MCR_Solution-Space-Resolution.md,OK,That does **not** mean everything reduces neatly to one cute rule. Causal histories and interactions can remain brutally
chunk:2e50cad7e426c2781b474e3b,2,7,0,1,0.0,0.5624236170712703,0.21657086311387438,0.06865431911193687,0.026092209241009537,0.13207431817295054,0.14791654400193752,3.154511848857873,0.0005998800239952009,0.9996000799840032,0.0011997600479904018,0.003342188705116119,0.01979604079184163,True,04_MCR_Solution-Space-Resolution.md,OK,A primitive can be almost insultingly simple and still generate an enormous fraction of the structure above it. Addition
chunk:313954720059f5b11152616e,4,4,0,0,0.0,0.0,0.04903948622706295,0.05231780967859249,0.013469145532761762,0.1803329158648117,-0.0032783234515295356,0.9373382893574964,0.5228954209158169,0.47730453909218157,0.9546090781843631,0.6179673156277836,1.0,False,04_MCR_Solution-Space-Resolution.md,OK,Yes. I did exactly the thing we had just been criticizing: I encountered “Turing completeness requires memory” and silen
chunk:34ff958b4487e21ea834c82f,3,6,0,0,0.0,0.0,0.07947089889137712,0.052791577616917315,0.013117589540565973,0.18257658351954348,0.026679321274459808,1.5053707897888298,0.3749250149970006,0.6252749450109978,0.7498500299940012,0.5200752952857705,1.0,False,04_MCR_Solution-Space-Resolution.md,OK,"The operands together with the operation **determine** the result. “Prior” here means logically or generatively prior, n"
chunk:4079378cec36ca9b89a76f08,2,4,0,8,0.0,5.522676832733753,0.03074758018590957,0.06898997725051201,0.026602105241165058,0.13168453601539515,-0.03824239706460244,0.44568184265753436,0.9256148770245951,0.07458508298340331,0.14917016596680663,0.9256148770245951,1.0,False,02_MCR_Formal-Plan.md,OK,"Then, recursively: [ \operatorname{parent}(A)? ] and again: [ \operatorname{parent}(\operatorname{parent}(A))? ] until y"
chunk:476d9cb14b9139a6f75ebb58,1,6,2,1,1.3672953369766092,0.5681505422941703,0.18492496201604885,0.06860338638997854,0.02767067979543078,0.13140433936516072,0.11632157562607032,2.6955660900591107,0.0027994401119776045,0.9974005198960207,0.005598880223955209,0.013647270545890822,0.08958208358328335,True,02_MCR_Formal-Plan.md,OK,\text{a label for particular persistent state dynamics}. ] You see the hidden compression and ask for its construction. 
chunk:4a3adeb0e168d3e2c9af147d,3,7,0,0,0.0,0.0,0.12738144391339262,0.061760441288033346,0.01971482625530513,0.15537326686063388,0.06562100262535928,2.0625086423738677,0.11337732453509299,0.8868226354729054,0.22675464907018597,0.2210857828434313,1.0,False,02_MCR_Formal-Plan.md,OK,That is a very clean distinction between **potential completeness** and **completed completeness**. ### Which also kills
chunk:4dadb75dd249f646267bbb6c,1,5,2,0,1.12255996325049,0.0,0.38852830376272385,0.06804552584523067,0.025540030440285626,0.1367824040898789,0.3204827779174932,5.70982880853078,0.0001999600079984003,1.0,0.0003999200159968006,0.001299740051989602,0.007798440311937612,True,00_MCR_Origin.md,OK,"[ \text{primitive simplicity} \not\Rightarrow \text{consequence simplicity}. ] In fact, recursively composable primitive"
chunk:59de2f26accc6714c2cd2399,3,6,0,0,0.0,0.0,0.07944143212892289,0.05605000682337778,0.01314221724086925,0.1834578775139476,0.02339142530554511,1.4173313551817237,0.3867226554689062,0.6134773045390922,0.7734453109378124,0.5200752952857705,1.0,False,04_MCR_Solution-Space-Resolution.md,OK,"[ \boxed{\text{given some structure, not every consequent is admissible}} ] That is nearly the minimum content needed fo"
chunk:5ddc3c13de81f8329b499484,3,6,0,1,0.0,0.6615688782678166,0.07101824329986643,0.06097041243269168,0.01676844342279891,0.1653351696149574,0.01004783086717475,1.164798473001426,0.4315136972605479,0.5686862627474505,0.8630273945210958,0.5504189484683708,1.0,False,04_MCR_Solution-Space-Resolution.md,OK,[ \boxed{\text{no fixed bound on recursive composition}} ] rather than: [ \boxed{\text{primitive infinite memory}}. ] Fo
chunk:6e693544f78157ab1aeb4c4c,2,6,0,2,0.0,1.2414753214541878,0.06806524071902498,0.06873733870701085,0.028208086393910606,0.12678737074551982,-0.0006720979879858702,0.9902222285496002,0.509498100379924,0.4907018596280744,0.9814037192561488,0.6179673156277836,1.0,False,02_MCR_Formal-Plan.md,OK,"Right. I inserted a caution you had already explicitly supplied, and in doing so I weakened your actual claim. You were "
chunk:6fa07759312d3e88f450bc4a,1,4,2,0,1.2375650727144398,0.0,0.4402113694201889,0.0682714864599642,0.02473456111272596,0.13393068136547898,0.37193988296022473,6.4479534904859275,0.0001999600079984003,1.0,0.0003999200159968006,0.001299740051989602,0.007798440311937612,True,00_MCR_Origin.md,OK,"Do that recursively across millions of minds and suddenly the resulting abstractions have armies, borders, currencies, l"
chunk:89b6dba6c3ca2645a1b2618a,1,11,1,0,0.635217383219926,0.0,0.1964459192734985,0.06416087968301729,0.02134586085220764,0.1515207455778295,0.1322850395904812,3.061770977019439,0.010197960407918417,0.99000199960008,0.020395920815836834,0.03299340131973605,0.2957408518296341,True,02_MCR_Formal-Plan.md,OK,And it also explains why you care so much about tracing concepts backward before accepting them. If every apparent primi
chunk:90c159f3a371d7491d1e3024,2,11,0,1,0.0,0.6381440316899938,0.17174459319319535,0.06475963668225021,0.021508854410859386,0.14821689820940234,0.10698495651094514,2.652031450328818,0.02299540091981604,0.9772045590881824,0.04599080183963208,0.06405861684805896,0.597880423915217,True,02_MCR_Formal-Plan.md,OK,> **Reality determines the foundation; observers determine representations of it. No representation earns identity with 
chunk:90c5478ec5b43dbd0f0d9006,2,8,0,1,0.0,0.5594161245453775,0.16022504098998872,0.06503017406056744,0.023491888571389907,0.1477218944206922,0.09519486692942128,2.4638568680557307,0.032993401319736056,0.9672065586882623,0.06598680263947211,0.08578284343131375,0.8248350329934014,True,02_MCR_Formal-Plan.md,OK,"An interface is not merely a boundary between domains. Under the CG000 intuition, it can become a place where the branch"
chunk:9aa2db6401c27d3deb8ade0c,2,10,0,1,0.0,0.6103422239396964,0.10223509983541683,0.0666544669500666,0.022270663912467275,0.14585860200634757,0.035580632885350225,1.5338071777245632,0.20835832833433313,0.7918416316736653,0.41671665666866625,0.35330325239299964,1.0,False,04_MCR_Solution-Space-Resolution.md,OK,It tells you **exactly what you are and are not entitled to say about the missing structure** while forcing any eventual
chunk:a0fe5ebca4badb3844a8bccd,3,8,0,1,0.0,0.6843006180506175,0.07378085965770878,0.06306104743647992,0.015800979290749077,0.1629971047198827,0.010719812221228864,1.169991027060353,0.4375124975004999,0.5626874625074985,0.8750249950009998,0.5504189484683708,1.0,False,04_MCR_Solution-Space-Resolution.md,OK,"* (C) = primitive causal constraint, * (L) = primitive logical consistency, * (D) = distinguishability, * (T) = time, * "
chunk:aaabe1523752fd3fa2a2866b,2,10,0,2,0.0,1.3556343597379636,0.11672190689385065,0.0657571262214989,0.02351702842052424,0.14357217315280618,0.050964780672351745,1.7750457418208936,0.13257348530293941,0.8676264747050589,0.26514697060587883,0.24620790127688746,1.0,False,02_MCR_Formal-Plan.md,OK,"[ \text{“Given the branch, resolution, evidence, and interfaces currently available, X is the deepest structure I can ju"
chunk:ad3699d09adb7f37b9f30c4a,3,5,0,2,0.0,1.286101638159812,0.048875500022674385,0.06055065222972222,0.01608475154996549,0.1716144437967679,-0.011675152207047831,0.8071837085626485,0.5934813037392521,0.40671865626874626,0.8134373125374925,0.6613077384523095,1.0,False,04_MCR_Solution-Space-Resolution.md,OK,"* **NOT alone** cannot combine two inputs, so it obviously can't express arbitrary logic. * **XOR alone** only generates"
chunk:b23cb7eaae87d76ac50f9133,1,8,1,0,0.5819185062906232,0.0,0.20698910827050074,0.06255479696668427,0.020678555122824526,0.15891616371525466,0.14443431130381645,3.308924627806561,0.010997800439912017,0.9892021595680864,0.021995600879824034,0.03299340131973605,0.3079384123175365,True,02_MCR_Formal-Plan.md,OK,CG000 means you can strongly endorse a model at one resolution while refusing to promote its primitives into claims abou
chunk:b43cb594526c55277cf93a21,1,7,1,0,0.6115709846192845,0.0,0.36821044478149817,0.06706308991991158,0.021378677794720937,0.14633170565732564,0.3011473548615866,5.49050819491354,0.0001999600079984003,1.0,0.0003999200159968006,0.001299740051989602,0.007798440311937612,True,00_MCR_Origin.md,OK,> **There may be a structural impossibility in identifying ontology with epistemology.** We can discover invariants in w
chunk:ba2c5a75c50fe1de5911398a,1,7,2,0,1.145876075051857,0.0,0.38468050397503245,0.0669615564118646,0.022867296863809637,0.14127164130388384,0.3177189475631679,5.744796336706306,0.0001999600079984003,1.0,0.0003999200159968006,0.001299740051989602,0.007798440311937612,True,00_MCR_Origin.md,OK,"**Even if we eventually reached reality’s actual lowest-order structure, we might not be able to know that we had.** Sup"
chunk:bb5f975eeec2b993e7db9ac1,1,4,2,2,1.1145640563266497,1.2195227137992641,0.1520252805844561,0.06875374301408141,0.030418160653241835,0.12512686094954892,0.0832715375703747,2.211156424651963,0.010997800439912017,0.9892021595680864,0.021995600879824034,0.03299340131973605,0.3079384123175365,True,02_MCR_Formal-Plan.md,OK,"Thats how I know im more right than you many times because even if im wrong, I can clearly see you skipping causation to"
chunk:bd41bd16a7eefde8e2c8a15c,2,11,0,1,0.0,0.7067015316263919,0.1463406513869702,0.06545851396221886,0.023406878918281658,0.14885672995539134,0.08088213742475134,2.235624405886065,0.05418916216756649,0.946010797840432,0.10837832433513298,0.12431631320794664,1.0,False,02_MCR_Formal-Plan.md,OK,The past does not change. The branch's ability to discriminate its antecedents changes. So: [ \text{new resolution} \neq
chunk:d86c2aae83cb52a76e2ef9f8,2,11,0,0,0.0,0.0,0.14333906701029422,0.06408414943152846,0.021878755113917552,0.15404067981626,0.07925491757876577,2.2367319888273887,0.0687862427514497,0.9314137172565486,0.1375724855028994,0.1490368592948077,1.0,False,02_MCR_Formal-Plan.md,OK,That can look like refusing to choose between them when you're actually questioning whether the supplied partition is fo
chunk:e6e5c3c42746d4691fef50d1,2,7,0,0,0.0,0.0,0.1899652495142626,0.06702612366659194,0.022326719175734453,0.13889848134231436,0.12293912584767067,2.8341971625750997,0.005598880223955209,0.9946010797840432,0.011197760447910418,0.021835632873425315,0.16796640671865626,True,04_MCR_Solution-Space-Resolution.md,OK,* **Identity:** this is the same thing as that. * **Difference:** this is not that. * **Boundary:** this belongs here; t
chunk:e91caab6e66ff7ba10110e56,2,6,0,1,0.0,0.62991268280044,0.08137627612655816,0.07007309744068982,0.02583077957854898,0.13011749202417436,0.011303178685868345,1.1613055380552488,0.36472705458908217,0.6354729054189162,0.7294541091781643,0.5200752952857705,1.0,False,02_MCR_Formal-Plan.md,OK,"might eventually overturn something you currently believe. But until then, you have legitimately gained resolution that "
chunk:ea8f397990cf104864e04e9b,1,4,5,0,2.966327501329401,0.0,0.6423782784450978,0.06862732523980031,0.021255700331225386,0.13871677207498856,0.5737509532052975,9.360386350487568,0.0001999600079984003,1.0,0.0003999200159968006,0.001299740051989602,0.007798440311937612,True,00_MCR_Origin.md,OK,Me: I actually think its also the unwillingness or lack of capability to realize the true foundation is not the one we d
chunk:f794e170f590b044c70126a4,2,10,0,2,0.0,1.3228595197785729,0.09621217974897328,0.06527221092393377,0.024607222543582667,0.144720659240703,0.030939968825039507,1.4740144142060088,0.24375124975005,0.7564487102579485,0.4875024995001,0.39609578084383124,1.0,False,02_MCR_Formal-Plan.md,OK,And it definitely is not the loose philosophical move where every result can be absorbed after the fact because “everyth
